scene_id,qx,qy,qz,qw,x,y,z,width,label
abfb43667e9d4615a5dff95ba13bcef2,0.0771631650008973,-0.9031319538221882,0.37381604257313666,-0.1966216831057041,0.13730999716086156,0.16811217976711093,0.16560737589971028,0.08,0
abfb43667e9d4615a5dff95ba13bcef2,0.9297275454032501,-0.020839550531105484,0.36245983795911635,-0.06160576530455623,0.10465962349527094,0.14497387559340255,0.19145613717020404,0.0470063003344688,1
abfb43667e9d4615a5dff95ba13bcef2,0.7456231487659148,-0.28451600380347636,0.13435490942369752,0.587405755775216,0.16612903346152513,0.18362767559610757,0.1711149156104116,0.05190041498281772,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.28270775794755865,0.3011189423032856,0.8850600068394152,0.21464503366215903,0.16094064674661582,0.1211768220568266,0.12860867345318608,0.05046465391066545,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.26520977817610714,0.4356703088067378,0.6812084399520345,0.52517636744444,0.14244634790107366,0.09637191693848031,0.11979873311058958,0.051816915960661535,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.10919283955607305,-0.871628469771711,-0.31291983630224685,-0.36113973822009976,0.12032375323580922,0.10925880724188863,0.20935524001590083,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,0.077520819093343,-0.9039623544522944,0.36983426054473556,-0.20016294379202765,0.12542991614404123,0.1724972818958423,0.1541135527505594,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,-0.35144772968969834,0.09334293532708812,0.9022322502441359,0.2318373488890064,0.19355177332349993,0.1243507914325881,0.13707099619999816,0.048725752796941774,1
8da49a79ca934bd6ba9862da7f0ecdab,0.6059572913382729,-0.2575847377118619,-0.18023840797005114,0.7307393381119673,0.17619903285775657,0.18889293502790455,0.14040953886074628,0.06704030137155276,1
8da49a79ca934bd6ba9862da7f0ecdab,0.8884775797950655,-0.20402427750952043,0.3241018269044908,0.25286298698186926,0.13450310035679516,0.17364416567733618,0.19020085239662884,0.05025921491433555,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.379595080230722,0.0319572200523902,0.8932411034195211,0.23876063811489348,0.2031666632619151,0.12856611094116369,0.1408169352193304,0.05032953116056234,1
8da49a79ca934bd6ba9862da7f0ecdab,0.9091055238810124,0.08250458472654917,-0.29165203854411303,-0.28576078870480615,0.1814005658841043,0.1193875093918274,0.20448721167478925,0.0487862122375296,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.1644500871979528,-0.7888498283330713,-0.5077653912667071,-0.3047071128005348,0.1610087158746996,0.12369402790902292,0.17903962979182525,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,-0.3184793607125792,0.32417731537680256,0.7399145006307627,0.4959904200199084,0.1617916050207276,0.10335768188911973,0.11452438841780027,0.05331099215241293,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.21117996950376908,0.5671901362650317,0.5709989750566682,0.5546697578634303,0.10941446407389818,0.11950629986891716,0.11731691031176712,0.05872096770415887,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.3252188923762329,0.163602475543367,0.7850980884480254,0.501086712608621,0.14772962598763734,0.12524976453559214,0.08092820668195658,0.047612360054366906,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.021282998262622522,-0.9408847785640767,-0.3326022932843993,-0.06048621291947673,0.15728513211827194,0.09464372916121358,0.23271915719537356,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,-0.2870439653432148,0.5189742261764622,0.619016602897835,0.5148688763767039,0.1168972544229601,0.1053442390823837,0.1089680357479082,0.05173074302172182,1
8da49a79ca934bd6ba9862da7f0ecdab,0.740331584409814,-0.3192423868435501,0.07912924818251535,0.5862866241436501,0.17125367931923322,0.18337394288656075,0.17458723493418063,0.051938814693527416,1
8da49a79ca934bd6ba9862da7f0ecdab,0.4942964911319965,-0.14776758708079563,0.8542638147897991,-0.06378913546753393,0.12443966722745842,0.1770071477973167,0.11438046552049264,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,0.8919817242839857,-0.22061111986550208,0.2788860043200247,0.2791450052024359,0.14581066292546208,0.17356819590697,0.20088360685317944,0.050117508311462625,1
8da49a79ca934bd6ba9862da7f0ecdab,0.2670344869043158,-0.20400514606145678,0.9109007724575854,0.23944574734241347,0.09429443149134631,0.184823378513607,0.10214681819070454,0.04801244611562798,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.20944573085727142,0.403077643224043,0.8863847380355978,-0.08934761069093726,0.13557285998843263,0.14868190686395183,0.11464707833538842,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,0.3894183088132737,0.43793701261480356,0.15969356505377524,0.794394435418229,0.07007374482957651,0.1928237104787913,0.1196420116220693,0.015630360008927913,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.2628823509064988,0.30211040191955046,0.7501746156293214,0.5261750855934555,0.17623147261980648,0.09650209915095889,0.13671392367173751,0.05427631424450144,1
8da49a79ca934bd6ba9862da7f0ecdab,0.5919180416885227,-0.6049826975005189,-0.5255926363593948,-0.08591477319647156,0.18778866695546687,0.09797435672313945,0.18300467529971653,0.0487985592830545,1
8da49a79ca934bd6ba9862da7f0ecdab,0.3149349973831313,0.30805136350551454,0.09612799263388036,0.8925691647698016,0.11111603071399119,0.17548002713351363,0.12156630797049355,0.05010065331491666,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.572399002571869,0.35146644469142624,0.6893970057549866,0.2712240560251928,0.21132519179977996,0.08462342878642778,0.15965877007452794,0.03852741741607782,1
8da49a79ca934bd6ba9862da7f0ecdab,0.8132609852448723,-0.15145219820836509,0.31052968263582237,-0.4682308380900271,0.10642876772826275,0.10555815382032319,0.17203464894755016,0.042281580010401165,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.2618199960437547,0.4760216929083394,0.652857855220329,0.5278543913139674,0.1525969261343908,0.10333464237085452,0.14286065445849136,0.05998162367138532,1
8da49a79ca934bd6ba9862da7f0ecdab,0.9336791410964109,0.014137818293519566,0.3552937140286335,0.04254127815554658,0.12765863317856654,0.1481910164126012,0.19975253374447752,0.05899704429579818,1
8da49a79ca934bd6ba9862da7f0ecdab,0.9327501339370493,0.04372688364844066,0.329560549649085,0.13948115070433437,0.11365293464463434,0.16499214887639457,0.16828069154125255,0.06624261373644069,1
8da49a79ca934bd6ba9862da7f0ecdab,0.0075217734928696494,-0.8550831348488263,0.5182877275977938,-0.012413172122429138,0.14238184557444936,0.2155208731089036,0.17712950352336498,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,-0.3610226251679668,0.07213730558107047,0.92944435617065,-0.024332325060688702,0.21031021525195898,0.13824829767604976,0.11183465792899164,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,-0.32166656506958013,0.3417882928418183,0.8634619209333964,0.1847833728738123,0.1894582442422135,0.0961651381976585,0.12642494729060286,0.038447202144055684,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.4227616046851017,-0.4500189314025399,0.7651383878247074,0.18253447471752204,0.19387839883729444,0.19557425694388264,0.10821495392015233,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,-0.19812179182906384,0.6117602645412668,0.5221894469434936,0.5601922132908389,0.09690113000582364,0.10388542539729748,0.11874158808343249,0.04263360349870113,1
8da49a79ca934bd6ba9862da7f0ecdab,0.3351590947370307,-0.3116423477534976,-0.10390459860034572,0.883035255633343,0.19647458568440657,0.17344499702571384,0.1283774483422338,0.04849188839288455,1
8da49a79ca934bd6ba9862da7f0ecdab,0.0585356190450301,-0.9089365989471646,0.38797642068142557,-0.141004033249428,0.11714063324431515,0.20441341540027955,0.18457261709369743,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,0.9160895881339879,-0.24471292437192355,0.2814465649373909,0.14725244392805417,0.15694924083018955,0.15479487334442504,0.21196235702790775,0.04849980248757568,1
8da49a79ca934bd6ba9862da7f0ecdab,-0.12090478413038212,-0.8566626120594132,-0.3366430059165074,-0.37172932200921077,0.1248331927525101,0.1016814473652452,0.21632751021411964,0.08,0
8da49a79ca934bd6ba9862da7f0ecdab,0.5528633171462979,-0.36486236377577713,0.09448599560203537,0.7431621658084034,0.18018776423309774,0.2078453504564849,0.14095420214430796,0.03715265306904499,1
8da49a79ca934bd6ba9862da7f0ecdab,0.8900392419688419,-0.2086252236423983,0.3829493565346909,0.1328738279171444,0.11675184702794764,0.1712074644385933,0.15541317274514133,0.04791050157005647,1
